quarter,result,app_count,worker_count,min_yr_sal,avg_yr_sal,max_yr_sal,min_pw,avg_pw,max_pw,avg_decdur,naics5,job,empcity,workcity,samecounty,samest,sscounty,ssst
2017Q1,DENIED,1319,2310,8372,114075,69680000,0,1544967,195813280,3,"['54151', '54161', '61131', '54121', '54133']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SOFTWARE DEVELOPER', 'SENIOR SOFTWARE ENGINEER', 'SENIOR CONSULTANT']","['NEW YORK-NY', 'PHILADELPHIA-PA', 'HOUSTON-TX', 'CHICAGO-IL', 'LOS ANGELES-CA', 'SAN FRANCISCO-CA', 'BOSTON-MA', 'DURHAM-NC', 'SAN JOSE-CA', 'MOUNTAIN VIEW-CA', 'BROOKLYN-NY', 'DALLAS-TX', 'IRVINE-CA', 'SEATTLE-WA', 'PLANO-TX', 'BELLEVUE-WA', 'EDISON-NJ', 'PALO ALTO-CA', 'TAMPA-FL', 'IRVING-TX']","['NEW YORK-NY', 'SAN FRANCISCO-CA', 'HOUSTON-TX', 'CHICAGO-IL', 'LOS ANGELES-CA', 'BROOKLYN-NY', 'BOSTON-MA', 'SAN JOSE-CA', 'PHILADELPHIA-PA', 'SEATTLE-WA', 'ATLANTA-GA', 'AUSTIN-TX', 'SUNNYVALE-CA', 'WASHINGTON-DC', 'CHARLOTTE-NC', 'PALO ALTO-CA', 'MOUNTAIN VIEW-CA', 'MIAMI-FL', 'SAN DIEGO-CA', 'BELLEVUE-WA']",861,962,65.28,72.93
2017Q1,WITHDRAWN,3112,4214,13894,249400,343861440,15600,78554,524778,193,"['54151', '61131', '45411', '54133', '54171']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SYSTEMS ANALYST', 'MANAGING CONSULTANT', 'APPLICATION DEVELOPER']","['DURHAM-NC', 'NEW YORK-NY', 'SEATTLE-WA', 'HOUSTON-TX', 'EDISON-NJ', 'CHICAGO-IL', 'NASHVILLE-TN', 'TROY-MI', 'MOUNTAIN VIEW-CA', 'SAN FRANCISCO-CA', 'IRVING-TX', 'PLANO-TX', 'DALLAS-TX', 'PALO ALTO-CA', 'SUNNYVALE-CA', 'SAN JOSE-CA', 'BOSTON-MA', 'ATLANTA-GA', 'RTP-NC', 'CUPERTINO-CA']","['NEW YORK-NY', 'HOUSTON-TX', 'SEATTLE-WA', 'SAN FRANCISCO-CA', 'DALLAS-TX', 'ATLANTA-GA', 'SUNNYVALE-CA', 'CHICAGO-IL', 'PHOENIX-AZ', 'SAN JOSE-CA', 'AUSTIN-TX', 'MOUNTAIN VIEW-CA', 'SANTA CLARA-CA', 'COLUMBUS-IN', 'MIDDLETOWN-NJ', 'PHILADELPHIA-PA', 'LOS ANGELES-CA', 'CHARLOTTE-NC', 'IRVING-TX', 'PALO ALTO-CA']",1349,1602,43.35,51.48
2017Q2,CERTIFIED,285811,567448,8372,56855,228800000,15080,73797,414007,5,"['54151', '54161', '5416', '61131', '54133']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SOFTWARE DEVELOPER', 'SYSTEMS ANALYST', 'COMPUTER PROGRAMMER']","['PLANO-TX', 'NEW YORK-NY', 'CHICAGO-IL', 'EDISON-NJ', 'IRVING-TX', 'PHILADELPHIA-PA', 'TROY-MI', 'ROCKVILLE-MD', 'SAN FRANCISCO-CA', 'HOUSTON-TX', 'SANTA CLARA-CA', 'SUNNYVALE-CA', 'DALLAS-TX', 'SAN JOSE-CA', 'MOUNTAIN VIEW-CA', 'DURHAM-NC', 'BOSTON-MA', 'SEATTLE-WA', 'SECAUCUS-NJ', 'PISCATAWAY-NJ']","['NEW YORK-NY', 'SAN FRANCISCO-CA', 'HOUSTON-TX', 'CHICAGO-IL', 'ATLANTA-GA', 'SAN JOSE-CA', 'IRVING-TX', 'DALLAS-TX', 'SEATTLE-WA', 'SUNNYVALE-CA', 'MOUNTAIN VIEW-CA', 'AUSTIN-TX', 'BOSTON-MA', 'SANTA CLARA-CA', 'LOS ANGELES-CA', 'PLANO-TX', 'ALPHARETTA-GA', 'REDMOND-WA', 'CHARLOTTE-NC', 'PALO ALTO-CA']",141961,164563,49.67,57.58
2017Q2,CERTIFIED-WITHDRAWN,10453,11924,12500,54688,879300,15080,71617,326105,5,"['54151', '61131', '54171', '51121', '54133']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'COMPUTER PROGRAMMER', 'SYSTEMS ANALYST', 'SOFTWARE DEVELOPER']","['NEW YORK-NY', 'EXTON-PA', 'MOUNTAIN VIEW-CA', 'ATLANTA-GA', 'HOUSTON-TX', 'ISELIN-NJ', 'IRVING-TX', 'SANTA CLARA-CA', 'DURHAM-NC', 'SAN FRANCISCO-CA', 'CHICAGO-IL', 'PLANO-TX', 'TROY-MI', 'EDISON-NJ', 'PISCATAWAY-NJ', 'SOMERSET-NJ', 'LOUISVILLE-KY', 'PALO ALTO-CA', 'FARMINGTON HILLS-MI', 'SAN JOSE-CA']","['NEW YORK-NY', 'EXTON-PA', 'HOUSTON-TX', 'SAN FRANCISCO-CA', 'MOUNTAIN VIEW-CA', 'ATLANTA-GA', 'SUNNYVALE-CA', 'ISELIN-NJ', 'CHICAGO-IL', 'SAN JOSE-CA', 'BOSTON-MA', 'DORAL-FL', 'SANTA CLARA-CA', 'IRVING-TX', 'AUSTIN-TX', 'SAN JUAN CAPISTRANO-CA', 'PALO ALTO-CA', 'ALPHARETTA-GA', 'CARY-NC', 'SAN DIEGO-CA']",5987,6865,57.28,65.67
2017Q2,DENIED,4021,8052,7500,88685,78000000,25,1292485,211604640,4,"['54151', '54161', '54133', '61131', '62211']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SOFTWARE DEVELOPER', 'COMPUTER SYSTEMS ANALYST', 'COMPUTER PROGRAMMER']","['NEW YORK-NY', 'PHILADELPHIA-PA', 'CHICAGO-IL', 'SAN FRANCISCO-CA', 'HOUSTON-TX', 'PLANO-TX', 'MOUNTAIN VIEW-CA', 'SAN JOSE-CA', 'LOS ANGELES-CA', 'SEATTLE-WA', 'DALLAS-TX', 'DURHAM-NC', 'IRVING-TX', 'BOSTON-MA', 'ALPHARETTA-GA', 'TAMPA-FL', 'ATLANTA-GA', 'SANTA CLARA-CA', 'AURORA-IL', 'HERNDON-VA']","['NEW YORK-NY', 'SAN FRANCISCO-CA', 'HOUSTON-TX', 'SAN JOSE-CA', 'LOS ANGELES-CA', 'CHICAGO-IL', 'MOUNTAIN VIEW-CA', 'SEATTLE-WA', 'PLANO-TX', 'DALLAS-TX', 'ATLANTA-GA', 'IRVING-TX', 'SUNNYVALE-CA', 'AURORA-IL', 'AUSTIN-TX', 'BROOKLYN-NY', 'FREMONT-CA', 'SANTA CLARA-CA', 'ALPHARETTA-GA', 'MIAMI-FL']",2783,3054,69.21,75.95
2017Q2,WITHDRAWN,9800,16057,10000,333167,231920000,0,418227,205892960,42,"['54151', '54133', '61131', '54161', '54169']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SOFTWARE DEVELOPER', 'BUSINESS ANALYST', 'SYSTEMS ANALYST']","['DURHAM-NC', 'NEW YORK-NY', 'CHICAGO-IL', 'DALLAS-TX', 'SAN FRANCISCO-CA', 'IRVING-TX', 'EDISON-NJ', 'HOUSTON-TX', 'ISELIN-NJ', 'FREMONT-CA', 'PRINCETON-NJ', 'BELLEVUE-WA', 'SAN JOSE-CA', 'SANTA CLARA-CA', 'PLANO-TX', 'MOUNTAIN VIEW-CA', 'EXTON-PA', 'PISCATAWAY-NJ', 'TROY-MI', 'ATLANTA-GA']","['NEW YORK-NY', 'SAN FRANCISCO-CA', 'DALLAS-TX', 'HOUSTON-TX', 'CHICAGO-IL', 'IRVING-TX', 'SAN JOSE-CA', 'ATLANTA-GA', 'BELLEVUE-WA', 'SUNNYVALE-CA', 'SOUTH PLAINFIELD-NJ', 'AUSTIN-TX', 'SEATTLE-WA', 'FREMONT-CA', 'LOS ANGELES-CA', 'ALPHARETTA-GA', 'COLUMBUS-OH', 'MOUNTAIN VIEW-CA', 'PLANO-TX', 'PRINCETON-NJ']",5495,6353,56.07,64.83
2017Q3,CERTIFIED,91455,170178,8320,60428,65520000,15080,80779,331843,5,"['54151', '61131', '54161', '5416', '54133']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SOFTWARE DEVELOPER', 'SYSTEMS ANALYST', 'DEVELOPER']","['PLANO-TX', 'NEW YORK-NY', 'ROCKVILLE-MD', 'CHICAGO-IL', 'EDISON-NJ', 'PHILADELPHIA-PA', 'SAN FRANCISCO-CA', 'TROY-MI', 'SEATTLE-WA', 'SAN JOSE-CA', 'IRVING-TX', 'SUNNYVALE-CA', 'HOUSTON-TX', 'EAST BRUNSWICK-NJ', 'SANTA CLARA-CA', 'SECAUCUS-NJ', 'TAMPA-FL', 'BOSTON-MA', 'DURHAM-NC', 'DALLAS-TX']","['NEW YORK-NY', 'SAN FRANCISCO-CA', 'HOUSTON-TX', 'CHICAGO-IL', 'ATLANTA-GA', 'SAN JOSE-CA', 'SEATTLE-WA', 'SUNNYVALE-CA', 'IRVING-TX', 'REDMOND-WA', 'BOSTON-MA', 'CHARLOTTE-NC', 'AUSTIN-TX', 'DALLAS-TX', 'PLANO-TX', 'BELLEVUE-WA', 'JERSEY CITY-NJ', 'COLUMBUS-OH', 'PHOENIX-AZ', 'LOS ANGELES-CA']",36579,44468,40.0,48.62
2017Q3,CERTIFIED-WITHDRAWN,15436,24836,12095,55591,63836240,17060,72715,272958,5,"['54151', '61131', '5415', '51121', '54133']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SOFTWARE DEVELOPER', 'SYSTEMS ANALYST', 'COMPUTER PROGRAMMER']","['EAST BRUNSWICK-NJ', 'NEW YORK-NY', 'PISCATAWAY-NJ', 'SOUTH PLAINFIELD-NJ', 'IRVING-TX', 'PLANO-TX', 'EDISON-NJ', 'MOUNTAIN VIEW-CA', 'COLLEGE STATION-TX', 'SAN FRANCISCO-CA', 'SPRINGFIELD-IL', 'HOUSTON-TX', 'DORAL-FL', 'TROY-MI', 'CHICAGO-IL', 'GREENWOOD VILLAGE-CO', 'DALLAS-TX', 'SANTA CLARA-CA', 'ATLANTA-GA', 'REDMOND-WA']","['NEW YORK-NY', 'SAN FRANCISCO-CA', 'HOUSTON-TX', 'SUNNYVALE-CA', 'SOUTH PLAINFIELD-NJ', 'SAN JOSE-CA', 'IRVING-TX', 'DORAL-FL', 'DALLAS-TX', 'CHICAGO-IL', 'MOUNTAIN VIEW-CA', 'SANTA CLARA-CA', 'BELLEVUE-WA', 'REDMOND-WA', 'ATLANTA-GA', 'PISCATAWAY-NJ', 'BOSTON-MA', 'TAMPA-FL', 'AUSTIN-TX', 'PLANO-TX']",7925,9229,51.34,59.79
2017Q3,DENIED,1439,2401,8320,62887,3835000,0,821342,297785280,4,"['54151', '61131', '54161', '62211', '54133']","['PROGRAMMER ANALYST', 'SOFTWARE DEVELOPER', 'SOFTWARE ENGINEER', 'SENIOR SOFTWARE ENGINEER', 'COMPUTER PROGRAMMER']","['NEW YORK-NY', 'SAN FRANCISCO-CA', 'HOUSTON-TX', 'CHICAGO-IL', 'SAN JOSE-CA', 'LOS ANGELES-CA', 'BROOKLYN-NY', 'BOSTON-MA', 'PHILADELPHIA-PA', 'EDISON-NJ', 'MOUNTAIN VIEW-CA', 'SEATTLE-WA', 'IRVING-TX', 'WASHINGTON-DC', 'TAMPA-FL', 'ATLANTA-GA', 'PRINCETON-NJ', 'SAN DIEGO-CA', 'SANTA CLARA-CA', 'SECAUCUS-NJ']","['NEW YORK-NY', 'SAN FRANCISCO-CA', 'SAN JOSE-CA', 'HOUSTON-TX', 'CHICAGO-IL', 'LOS ANGELES-CA', 'BOSTON-MA', 'BROOKLYN-NY', 'AUSTIN-TX', 'WASHINGTON-DC', 'MOUNTAIN VIEW-CA', 'ATLANTA-GA', 'SEATTLE-WA', 'SUNNYVALE-CA', 'IRVING-TX', 'SANTA CLARA-CA', 'PHILADELPHIA-PA', 'CAMBRIDGE-MA', 'DALLAS-TX', 'MIAMI-FL']",957,1072,66.5,74.5
2017Q3,WITHDRAWN,2799,3569,14040,410884,192784384,22464,118032,109197920,49,"['54151', '61131', '54133', '54161', '54171']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SOFTWARE DEVELOPER', 'SYSTEMS ANALYST', 'COMPUTER SYSTEMS ANALYST']","['DURHAM-NC', 'NEW YORK-NY', 'EDISON-NJ', 'CHICAGO-IL', 'SAN JOSE-CA', 'SANTA CLARA-CA', 'HOUSTON-TX', 'TROY-MI', 'SAN FRANCISCO-CA', 'PLANO-TX', 'IRVING-TX', 'HERNDON-VA', 'ATLANTA-GA', 'EAST BRUNSWICK-NJ', 'NORTH BRUNSWICK-NJ', 'PISCATAWAY-NJ', 'MOUNTAIN VIEW-CA', 'PRINCETON-NJ', 'TAMPA-FL', 'ALPHARETTA-GA']","['NEW YORK-NY', 'HOUSTON-TX', 'SAN JOSE-CA', 'SAN FRANCISCO-CA', 'DALLAS-TX', 'SUNNYVALE-CA', 'ATLANTA-GA', 'BOSTON-MA', 'CHARLOTTE-NC', 'CHICAGO-IL', 'TAMPA-FL', 'IRVING-TX', 'SANTA CLARA-CA', 'AUSTIN-TX', 'MOUNTAIN VIEW-CA', 'JERSEY CITY-NJ', 'LOS ANGELES-CA', 'PLANO-TX', 'SAN DIEGO-CA', 'COLUMBUS-OH']",1155,1454,41.26,51.95
2017Q4,CERTIFIED,82727,154612,9360,61700,60392800,15080,85050,349410,5,"['54151', '54151', '61131', '54161', '5416']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SOFTWARE DEVELOPER', 'SYSTEMS ANALYST', 'SENIOR SOFTWARE ENGINEER']","['PLANO-TX', 'CHICAGO-IL', 'NEW YORK-NY', 'ROCKVILLE-MD', 'PHILADELPHIA-PA', 'EDISON-NJ', 'SAN FRANCISCO-CA', 'SEATTLE-WA', 'TROY-MI', 'BELLEVUE-WA', 'IRVING-TX', 'EAST BRUNSWICK-NJ', 'SAN JOSE-CA', 'HOUSTON-TX', 'DURHAM-NC', 'SANTA CLARA-CA', 'SUNNYVALE-CA', 'REDMOND-WA', 'TAMPA-FL', 'SECAUCUS-NJ']","['NEW YORK-NY', 'SAN FRANCISCO-CA', 'SEATTLE-WA', 'CHICAGO-IL', 'ATLANTA-GA', 'HOUSTON-TX', 'SAN JOSE-CA', 'REDMOND-WA', 'SUNNYVALE-CA', 'CHARLOTTE-NC', 'AUSTIN-TX', 'BELLEVUE-WA', 'DALLAS-TX', 'IRVING-TX', 'BOSTON-MA', 'JERSEY CITY-NJ', 'PLANO-TX', 'PHILADELPHIA-PA', 'MOUNTAIN VIEW-CA', 'PHOENIX-AZ']",32419,39311,39.19,47.52
2017Q4,CERTIFIED-WITHDRAWN,13249,14954,13000,57763,3910400,17181,76909,279489,5,"['54151', '61131', '54151', '54133', '52311']","['SOFTWARE ENGINEER', 'PROGRAMMER ANALYST', 'SOFTWARE DEVELOPER', 'PROGRMMER ANALYST', 'COMPUTER SPECIALIST']","['MOUNTAIN VIEW-CA', 'NEW YORK-NY', 'IRVING-TX', 'BELLEVUE-WA', 'CHICAGO-IL', 'DALLAS-TX', 'HOUSTON-TX', 'PRINCETON-NJ', 'PLANO-TX', 'SAN FRANCISCO-CA', 'SANTA CLARA-CA', 'DURHAM-NC', 'NORTH KANSAS CITY-MO', 'TROY-MI', 'RICHMOND-VA', 'ATLANTA-GA', 'BOSTON-MA', 'PISCATAWAY-NJ', 'CAMBRIDGE-MA', 'SAN JOSE-CA']","['NEW YORK-NY', 'MOUNTAIN VIEW-CA', 'SAN FRANCISCO-CA', 'HOUSTON-TX', 'SUNNYVALE-CA', 'CHICAGO-IL', 'IRVING-TX', 'BELLEVUE-WA', 'ATLANTA-GA', 'SAN JOSE-CA', 'BOSTON-MA', 'SANTA CLARA-CA', 'PLANO-TX', 'SEATTLE-WA', 'NORTH KANSAS CITY-MO', 'PRINCETON-NJ', 'DALLAS-TX', 'CAMBRIDGE-MA', 'AUSTIN-TX', 'LOS ANGELES-CA']",7834,8992,59.13,67.87
2017Q4,DENIED,1450,6133,6000,177462,93600000,0,1658652,401360960,2,"['54151', '61131', '54121', '54161', '54151']","['SOFTWARE ENGINEER', 'MANAGEMENT ANALYSTS', 'PROGRAMMER ANALYST', 'SOFTWARE DEVELOPER', 'ASSISTANT PROFESSOR']","['NEW YORK-NY', 'SECAUCUS-NJ', 'PHILADELPHIA-PA', 'REDMOND-WA', 'CHICAGO-IL', 'SAN FRANCISCO-CA', 'HOUSTON-TX', 'BROOKLYN-NY', 'SAN JOSE-CA', 'SEATTLE-WA', 'BRONX-NY', 'MOUNTAIN VIEW-CA', 'BOSTON-MA', 'EDISON-NJ', 'SANTA CLARA-CA', 'IRVING-TX', 'LOS ANGELES-CA', 'SUNNYVALE-CA', 'JERSEY CITY-NJ', 'DURHAM-NC']","['NEW YORK-NY', 'HOUSTON-TX', 'REDMOND-WA', 'SAN FRANCISCO-CA', 'SAN JOSE-CA', 'CHICAGO-IL', 'BROOKLYN-NY', 'CHARLOTTE-NC', 'BRONX-NY', 'SEATTLE-WA', 'LOS ANGELES-CA', 'ATLANTA-GA', 'JERSEY CITY-NJ', 'MOUNTAIN VIEW-CA', 'SUNNYVALE-CA', 'BOSTON-MA', 'AUSTIN-TX', 'PALO ALTO-CA', 'PHILADELPHIA-PA', 'DALLAS-TX']",907,995,62.55,68.62
2017Q4,WITHDRAWN,4676,5494,0,145637,209040000,0,120700,181448800,267,"['54151', '54151', '61131', '54133', '52311']","['SOFTWARE ENGINEER', 'PROGRAMMER ANALYST', 'SENIOR SOFTWARE ENGINEER', 'PROGRMMER ANALYST', 'SOFTWARE DEVELOPER']","['DURHAM-NC', 'NEW YORK-NY', 'SAN FRANCISCO-CA', 'EDISON-NJ', 'BELLEVUE-WA', 'CHICAGO-IL', 'NASHVILLE-TN', 'MOUNTAIN VIEW-CA', 'PRINCETON-NJ', 'SEATTLE-WA', 'HOUSTON-TX', 'CUPERTINO-CA', 'PLANO-TX', 'DALLAS-TX', 'IRVING-TX', 'SAN JOSE-CA', 'SANTA CLARA-CA', 'ATLANTA-GA', 'BOSTON-MA', 'FREMONT-CA']","['NEW YORK-NY', 'SAN FRANCISCO-CA', 'SUNNYVALE-CA', 'WASHINGTON-DC', 'HOUSTON-TX', 'SEATTLE-WA', 'SAN JOSE-CA', 'ATLANTA-GA', 'DALLAS-TX', 'MOUNTAIN VIEW-CA', 'CHICAGO-IL', 'COLUMBUS-IN', 'BOSTON-MA', 'AUSTIN-TX', 'JERSEY CITY-NJ', 'CHARLOTTE-NC', 'PALO ALTO-CA', 'SANTA CLARA-CA', 'LOS ANGELES-CA', 'PHOENIX-AZ']",2045,2424,43.73,51.84
2018Q1,CERTIFIED,79210,239911,10400,66490,80298400,15080,88667,624000,5,"['54151', '54161', '61131', '5416', '54121']","['SOFTWARE ENGINEER', 'PROGRAMMER ANALYST', 'SOFTWARE DEVELOPER', 'SENIOR SOFTWARE ENGINEER', 'SYSTEMS ANALYST']","['NEW YORK-NY', 'CHICAGO-IL', 'PHILADELPHIA-PA', 'PLANO-TX', 'SECAUCUS-NJ', 'ROCKVILLE-MD', 'SAN FRANCISCO-CA', 'EDISON-NJ', 'REDMOND-WA', 'SAN JOSE-CA', 'SEATTLE-WA', 'TROY-MI', 'SANTA CLARA-CA', 'TAMPA-FL', 'EAST BRUNSWICK-NJ', 'SUNNYVALE-CA', 'IRVING-TX', 'HOUSTON-TX', 'MOUNTAIN VIEW-CA', 'DURHAM-NC']","['NEW YORK-NY', 'SAN FRANCISCO-CA', 'SAN JOSE-CA', 'ATLANTA-GA', 'CHICAGO-IL', 'SEATTLE-WA', 'HOUSTON-TX', 'REDMOND-WA', 'SUNNYVALE-CA', 'CHARLOTTE-NC', 'BOSTON-MA', 'BELLEVUE-WA', 'PHILADELPHIA-PA', 'AUSTIN-TX', 'IRVING-TX', 'MOUNTAIN VIEW-CA', 'DALLAS-TX', 'SANTA CLARA-CA', 'JERSEY CITY-NJ', 'LOS ANGELES-CA']",30403,36682,38.38,46.31
2018Q1,CERTIFIED-WITHDRAWN,8771,9102,12000,56715,507500,23005,75315,281031,5,"['54151', '61131', '54171', '54133', '54161']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SYSTEMS ANALYST', 'SOFTWARE DEVELOPER', 'COMPUTER PROGRAMMER']","['NEW YORK-NY', 'ISELIN-NJ', 'PISCATAWAY-NJ', 'SAN FRANCISCO-CA', 'EDISON-NJ', 'PALO ALTO-CA', 'HOUSTON-TX', 'MOUNTAIN VIEW-CA', 'IRVING-TX', 'CHICAGO-IL', 'BOSTON-MA', 'TROY-MI', 'DURHAM-NC', 'MONROEVILLE-PA', 'PLANO-TX', 'ASHBURN-VA', 'ATLANTA-GA', 'DUBLIN-OH', 'BELLEVUE-WA', 'ALPHARETTA-GA']","['NEW YORK-NY', 'SAN FRANCISCO-CA', 'HOUSTON-TX', 'SUNNYVALE-CA', 'CHICAGO-IL', 'PITTSBURGH-PA', 'BOSTON-MA', 'MIAMI-FL', 'ATLANTA-GA', 'MOUNTAIN VIEW-CA', 'NORTH MIAMI BEACH-FL', 'BELLEVUE-WA', 'ALPHARETTA-GA', 'AUSTIN-TX', 'SAN JOSE-CA', 'DALLAS-TX', 'PHILADELPHIA-PA', 'CHARLOTTE-NC', 'PLANO-TX', 'INDIANAPOLIS-IN']",4495,5202,51.25,59.31
2018Q1,DENIED,1493,4189,7800,269407,167442080,0,2701983,358874880,2,"['54151', '54161', '54121', '61131', '54133']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SOFTWARE DEVELOPER', 'SENIOR SOFTWARE ENGINEER', 'SYSTEMS ANALYST']","['NEW YORK-NY', 'PHILADELPHIA-PA', 'CHICAGO-IL', 'BOSTON-MA', 'LOS ANGELES-CA', 'SAN JOSE-CA', 'SECAUCUS-NJ', 'JACKSONVILLE-FL', 'SAN FRANCISCO-CA', 'SEATTLE-WA', 'DENVER-CO', 'SALT LAKE CITY-UT', 'HOUSTON-TX', 'BROOKLYN-NY', 'DURHAM-NC', 'SANTA CLARA-CA', 'ATLANTA-GA', 'AUSTIN-TX', 'CUPERTINO-CA', 'TAMPA-FL']","['NEW YORK-NY', 'SAN JOSE-CA', 'BOSTON-MA', 'LOS ANGELES-CA', 'CHICAGO-IL', 'SAN FRANCISCO-CA', 'JACKSONVILLE-FL', 'DENVER-CO', 'SEATTLE-WA', 'BROOKLYN-NY', 'SALT LAKE CITY-UT', 'HOUSTON-TX', 'AUSTIN-TX', 'DALLAS-TX', 'IRVING-TX', 'SAN DIEGO-CA', 'JERSEY CITY-NJ', 'CUPERTINO-CA', 'SANTA CLARA-CA', 'CHARLOTTE-NC']",945,1031,63.3,69.06
2018Q1,WITHDRAWN,3013,4084,13822,334293,150800000,19480,357567,206629280,131,"['54151', '61131', '54161', '54133', '52311']","['SOFTWARE ENGINEER', 'PROGRAMMER ANALYST', 'SOFTWARE DEVELOPER', 'APPLICATION DEVELOPER', 'SYSTEMS ANALYST']","['DURHAM-NC', 'NEW YORK-NY', 'EDISON-NJ', 'CHICAGO-IL', 'PHILADELPHIA-PA', 'SAN FRANCISCO-CA', 'MOUNTAIN VIEW-CA', 'SANTA CLARA-CA', 'SAN JOSE-CA', 'HOUSTON-TX', 'TROY-MI', 'BOSTON-MA', 'NASHVILLE-TN', 'ATLANTA-GA', 'COLLEGE STATION-TX', 'DALLAS-TX', 'PRINCETON-NJ', 'IRVING-TX', 'ALPHARETTA-GA', 'CUPERTINO-CA']","['NEW YORK-NY', 'SAN FRANCISCO-CA', 'HOUSTON-TX', 'ATLANTA-GA', 'SAN JOSE-CA', 'SUNNYVALE-CA', 'CHICAGO-IL', 'DALLAS-TX', 'CHARLOTTE-NC', 'AUSTIN-TX', 'MOUNTAIN VIEW-CA', 'BOSTON-MA', 'SANTA CLARA-CA', 'SEATTLE-WA', 'IRVING-TX', 'TAMPA-FL', 'CARY-NC', 'PALO ALTO-CA', 'LOS ANGELES-CA', 'PHOENIX-AZ']",1178,1386,39.1,46.0
